CustomColumn, Frame, TreatmentSensor, PER-X, PER-Y, LeftSector, RightSector, LeftFlagellumTip-X, LeftFlagellumTip-Y, RightFlagellumTip-X, RightFlagellumTip-Y, LeftFlagellumBase-X, LeftFlagellumBase-Y, RightFlagellumBase-X, RightFlagellumBase-Y, RotationAngle, AntennaSensorWidth, AntennaSensorHeight, AntennaSensorOffset-X, AntennaSensorOffset-Y, AntennaSensorScale-X, AntennaSensorScale-Y
Control-01,434,55,308,174,4,3,231,290,419,251,272,259,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,435,56,308,174,3,3,228,275,417,254,270,254,365,246,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,436,56,308,174,3,3,226,251,419,254,267,241,365,246,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,437,54,308,174,3,3,233,249,419,254,267,241,365,246,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,438,55,308,174,3,3,236,251,419,251,267,241,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,439,55,308,174,3,3,236,264,422,231,267,249,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,440,56,308,174,3,3,231,275,419,228,270,254,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,441,55,308,174,4,3,228,277,419,231,270,254,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,442,55,308,174,4,3,228,282,417,236,270,257,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,443,57,308,174,4,3,231,288,414,239,272,259,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,444,55,308,174,4,3,231,290,409,239,272,259,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,445,56,308,174,4,3,231,293,406,231,272,262,365,231,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,446,55,308,174,4,3,231,293,393,208,275,262,381,213,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,447,55,308,174,4,3,228,290,393,208,272,259,381,213,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,448,57,308,174,4,3,228,288,393,208,272,259,381,213,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,449,54,308,174,4,2,226,285,344,184,270,257,342,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,450,56,308,174,4,2,226,285,344,184,272,259,342,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,451,56,308,174,4,2,226,285,344,184,272,259,342,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,452,56,308,174,4,1,226,285,339,187,270,257,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,453,56,308,174,4,1,226,285,339,187,270,259,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,454,60,308,174,4,1,226,285,339,187,270,257,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,455,58,308,174,3,1,221,280,339,187,267,249,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,456,57,308,174,3,1,210,249,339,187,267,241,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,457,57,308,174,3,1,210,249,339,187,267,241,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,458,56,308,174,3,2,210,233,350,195,264,236,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,459,55,308,174,3,2,210,231,350,195,267,236,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,460,55,308,174,3,2,210,244,350,195,267,239,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,461,58,308,174,3,2,210,241,350,195,267,239,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,462,58,308,174,3,2,210,241,350,195,267,239,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,463,55,308,174,3,2,210,244,350,195,264,239,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,464,54,308,174,3,2,210,246,350,195,267,241,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,465,59,308,174,3,2,213,251,350,195,267,241,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,466,58,308,174,3,2,210,251,350,195,267,241,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,467,58,308,174,3,2,213,254,350,195,267,249,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,468,55,308,174,3,2,210,251,350,195,267,249,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,469,57,308,174,3,2,213,254,350,195,267,249,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,470,55,308,174,3,4,213,257,378,251,267,244,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,471,55,308,174,3,4,213,257,383,257,267,244,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,472,56,308,174,3,4,213,257,388,267,267,244,360,257,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,473,56,308,174,3,4,213,257,386,270,267,249,360,257,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,474,54,308,174,3,4,215,257,386,275,267,244,357,259,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,475,55,308,174,3,4,213,259,388,280,267,249,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,476,55,308,174,3,4,215,264,388,285,267,246,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,477,54,308,174,3,4,215,264,388,285,267,249,355,264,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,478,55,308,174,3,4,218,267,386,290,267,249,355,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,479,55,308,174,3,4,218,270,386,293,267,249,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,480,61,308,174,3,4,218,270,383,290,267,249,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,481,56,308,174,3,4,218,272,378,293,267,249,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,482,61,308,174,3,4,218,270,381,288,267,249,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,483,56,308,174,3,4,218,267,375,272,267,249,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,484,58,308,174,3,4,215,264,368,264,267,249,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,485,56,308,174,3,4,215,264,368,264,267,249,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,486,58,308,174,3,4,218,264,368,264,267,249,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,487,54,308,174,3,4,215,264,368,264,267,246,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,488,54,308,174,3,4,215,264,368,264,267,246,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,489,58,308,174,3,4,218,267,368,264,267,249,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,490,58,308,174,3,4,215,267,368,264,267,249,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,491,59,308,174,3,4,218,270,368,264,267,249,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,492,57,308,174,3,4,218,270,368,267,267,249,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,493,59,308,174,3,4,218,270,373,270,267,249,357,262,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,494,55,308,174,3,4,221,272,375,275,267,249,355,264,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,495,57,308,174,3,4,221,275,375,282,267,249,355,264,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,496,58,308,174,3,4,223,277,373,290,270,254,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,497,59,308,174,4,4,223,280,370,293,270,254,350,270,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,498,58,308,174,4,4,226,282,368,293,270,254,347,270,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,499,56,308,174,4,5,228,288,365,293,272,259,347,270,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,500,63,308,174,4,5,231,290,365,295,272,259,347,270,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,501,59,308,174,4,5,233,295,368,295,275,262,347,270,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,502,62,308,174,4,4,233,295,370,295,275,264,350,270,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,503,59,308,174,4,4,239,295,370,282,275,262,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,504,60,308,174,4,4,239,295,362,277,277,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,505,63,308,174,4,4,241,298,362,277,277,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,506,61,308,174,4,4,239,298,362,277,277,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,507,62,308,174,4,4,239,298,362,277,277,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,508,59,308,174,4,4,241,298,362,277,277,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,509,60,308,174,4,4,236,295,362,277,275,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,510,60,308,174,4,4,236,295,362,277,275,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,511,60,308,174,4,4,236,295,362,277,275,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,512,59,308,174,4,4,236,295,362,277,275,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,513,59,308,174,4,4,236,295,362,277,275,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,514,61,308,174,4,4,233,293,368,280,275,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,515,61,308,174,4,4,233,293,368,280,275,264,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,516,57,308,174,4,4,233,293,368,290,275,264,350,270,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,517,57,308,174,4,4,231,293,370,293,272,262,350,270,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,518,61,308,174,3,4,218,272,381,288,272,257,352,267,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,519,58,308,174,3,4,218,267,383,282,267,249,355,264,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,520,58,308,174,3,4,218,267,383,282,267,249,355,264,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,521,60,308,174,3,4,218,270,383,282,267,249,355,264,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,522,56,308,174,3,4,223,272,383,285,270,254,355,264,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,523,59,308,174,3,4,223,280,381,282,270,254,355,264,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,524,63,308,174,3,4,226,280,378,282,270,254,355,264,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,525,61,308,174,3,4,221,277,375,257,270,254,360,254,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,526,61,308,174,3,4,213,257,375,257,267,246,360,254,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,527,62,308,174,3,4,210,249,375,257,267,241,360,254,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,528,60,308,174,3,1,210,233,337,177,267,239,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,529,61,308,174,3,1,210,231,321,148,264,236,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,530,59,308,174,3,1,210,221,316,148,264,233,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,531,59,308,174,2,1,215,197,316,148,270,228,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,532,59,308,174,2,1,215,197,316,148,270,228,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,533,61,308,174,2,1,241,195,316,148,272,223,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,534,60,308,174,2,1,228,169,316,148,275,218,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,535,62,308,174,2,1,218,179,319,156,275,218,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,536,64,308,174,2,1,208,205,339,182,270,228,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,537,59,308,174,3,2,208,221,342,192,267,233,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,538,58,308,174,3,2,208,221,342,190,267,233,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,539,60,308,174,3,2,208,233,342,190,267,236,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,540,58,308,174,3,2,213,259,342,190,267,244,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,541,58,308,174,3,2,213,259,342,190,267,244,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,542,62,308,174,3,2,223,280,342,190,270,254,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,543,59,308,174,3,2,223,280,342,190,270,254,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,544,59,308,174,4,2,223,280,342,190,270,254,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,545,61,308,174,4,2,223,280,342,190,270,254,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,546,61,308,174,3,2,218,270,342,190,267,249,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,547,58,308,174,3,2,210,249,360,210,267,236,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,548,61,308,174,2,2,210,208,362,197,270,228,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,549,59,308,174,2,2,213,195,362,197,272,223,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,550,59,308,174,2,2,215,184,344,192,272,221,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,551,60,308,174,2,1,223,174,334,141,275,218,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,552,59,308,174,2,1,221,174,319,141,275,218,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,553,62,308,174,2,1,221,179,316,148,275,218,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,554,62,308,174,2,1,223,177,316,148,275,218,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,555,61,308,174,2,1,223,171,337,182,277,215,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,556,62,308,174,2,1,239,159,344,156,282,210,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,557,61,308,174,2,2,244,151,368,143,282,208,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,558,59,308,174,2,2,244,153,365,190,282,210,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,559,61,308,174,2,2,241,169,396,164,280,210,383,184,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,560,60,308,174,2,2,244,184,404,179,280,213,383,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,561,61,308,174,2,3,249,197,411,202,275,218,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,562,59,308,174,3,3,246,226,411,218,272,226,365,231,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,563,58,308,174,3,3,241,244,406,228,267,236,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,564,57,308,174,3,3,239,254,404,233,267,244,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,565,62,308,174,3,3,236,267,383,228,267,249,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,566,56,308,174,4,3,236,277,383,228,270,254,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,567,56,308,174,4,2,236,285,347,190,272,259,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,568,61,308,174,4,1,241,293,337,141,275,262,334,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,569,61,308,174,4,1,236,288,337,141,272,262,334,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,570,61,308,174,4,1,233,288,337,177,272,259,334,190,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,571,59,308,174,4,2,233,288,342,195,272,259,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,572,57,308,174,4,2,231,285,342,195,272,259,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,573,57,308,174,4,2,231,282,342,195,272,259,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,574,59,308,174,3,1,218,259,342,187,267,246,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,575,62,308,174,3,1,218,267,331,148,267,249,331,159,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,576,60,308,174,3,1,223,275,331,148,267,249,331,159,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,577,58,308,174,3,1,221,272,331,148,267,249,331,159,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,578,58,308,174,3,1,221,272,331,148,267,249,331,159,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,579,60,308,174,3,1,221,272,331,148,267,249,331,159,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,580,58,308,174,3,1,221,272,331,148,267,249,331,159,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,581,58,308,174,3,1,218,272,331,148,267,246,331,159,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,582,58,308,174,3,1,208,226,331,148,267,236,331,159,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,583,60,308,174,2,1,210,200,331,148,272,226,331,159,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,584,60,308,174,2,1,218,179,326,133,275,218,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,585,59,308,174,2,1,221,177,326,135,277,215,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,586,61,308,174,2,1,221,174,326,135,280,213,326,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,587,60,308,174,2,1,218,179,326,135,277,215,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,588,63,308,174,2,1,215,187,329,135,275,218,331,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,589,61,308,174,2,2,218,184,342,190,275,218,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,590,63,308,174,2,2,218,179,370,161,277,215,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,591,61,308,174,2,2,246,182,383,166,282,210,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,592,60,308,174,2,2,249,148,393,166,282,208,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,593,60,308,174,1,2,249,148,373,171,282,208,368,179,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,594,59,308,174,2,2,249,184,378,143,280,213,350,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,595,60,308,174,2,1,244,197,357,133,277,215,342,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,596,61,308,174,2,1,246,210,355,130,272,223,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,597,60,308,174,2,1,244,215,344,130,272,223,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,598,60,308,174,2,1,244,197,352,141,277,215,350,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,599,63,308,174,2,1,231,190,352,141,275,215,350,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,600,59,308,174,2,2,223,200,375,187,275,218,368,190,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,601,59,308,174,2,2,221,210,388,192,272,226,373,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,602,60,308,174,3,3,218,223,406,202,270,228,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,603,57,308,174,3,3,215,239,411,210,267,233,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,604,56,308,174,3,3,215,244,414,213,264,236,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,605,58,308,174,3,3,208,228,375,210,267,236,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,606,58,308,174,2,2,208,213,357,202,270,228,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,607,57,308,174,2,1,241,197,360,138,272,221,342,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,608,57,308,174,2,1,221,174,347,130,277,215,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,609,56,308,174,2,1,223,171,339,130,280,213,334,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,610,55,308,174,2,1,215,182,334,130,277,215,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,611,54,308,174,2,1,213,192,334,130,272,221,339,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,612,55,308,174,2,1,210,200,329,130,272,223,329,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,613,55,308,174,2,1,208,208,326,133,272,223,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,614,54,308,174,2,1,208,210,321,138,272,226,324,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,615,55,308,174,3,1,208,228,321,138,267,233,324,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,616,55,308,174,3,1,208,251,321,138,267,239,324,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,617,55,308,174,3,1,208,251,321,138,267,239,324,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,618,57,308,174,3,1,213,259,339,187,267,244,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,619,53,308,174,3,1,215,264,337,184,267,249,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,620,59,308,174,3,1,215,267,337,184,267,249,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,621,57,308,174,3,1,213,257,319,141,267,244,324,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,622,55,308,174,3,1,208,221,319,141,270,231,324,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,623,57,308,174,2,1,213,197,319,141,272,223,324,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,624,54,308,174,2,1,215,184,339,187,277,215,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,625,55,308,174,2,2,218,177,357,200,277,215,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,626,54,308,174,2,2,213,184,357,200,275,218,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,627,56,308,174,2,3,210,195,373,221,272,221,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,628,55,308,174,2,3,208,205,381,223,272,223,365,228,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,629,55,308,174,3,3,208,221,383,228,270,231,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,630,51,308,174,3,3,213,246,388,228,267,239,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,631,55,308,174,3,2,223,257,388,192,267,246,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,632,59,308,174,3,2,231,270,357,202,267,249,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,633,59,308,174,3,2,231,270,357,202,267,249,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,634,55,308,174,3,1,231,249,355,130,267,236,342,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,635,56,308,174,2,1,244,208,352,133,272,226,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,636,56,308,174,2,1,251,213,352,133,272,223,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,637,55,308,174,2,1,244,166,360,133,282,210,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,638,56,308,174,2,2,249,169,383,146,282,208,352,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,639,56,308,174,2,2,249,169,383,146,282,208,352,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,640,58,308,174,2,2,244,205,401,161,277,215,360,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,641,58,308,174,2,2,244,205,399,159,277,215,360,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,642,58,308,174,3,2,236,228,406,169,272,226,360,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,643,56,308,174,3,2,231,241,409,174,267,236,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,644,58,308,174,3,2,228,251,406,169,267,241,375,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,645,56,308,174,3,2,223,257,360,169,267,246,355,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,646,56,308,174,3,1,223,264,355,133,267,249,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,647,55,308,174,3,1,223,267,347,130,267,249,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,648,52,308,174,3,1,213,246,342,133,267,236,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,649,55,308,174,3,1,210,215,337,133,270,228,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,650,55,308,174,2,1,218,187,331,133,272,221,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,651,56,308,174,2,1,223,169,329,133,277,215,331,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
